,pclass,sex,age,sibsp,parch,height,weight,femur,tibia
32,1.0,0,30.0,0.0,0.0,142.34542170715292,140.95325556970437,35.73543532501435,28.729345963925564
33,1.0,0,58.0,0.0,0.0,153.3527606100236,152.36270314368628,41.39473553214581,33.40933699405766
34,1.0,1,42.0,0.0,0.0,159.8636795927249,157.48263163265543,41.78599978336432,34.17494932353742
35,1.0,0,45.0,0.0,0.0,151.8779517601348,153.1587414821518,40.63647905405388,32.782292415023306
36,1.0,0,22.0,0.0,1.0,154.99368584451983,154.68477531395544,42.23839889178397,34.10700928763598
37,1.0,1,28.0,0.0,0.0,157.13121668044673,159.5497570274282,40.33256206406741,33.02492284530586
38,1.0,1,41.0,0.0,0.0,156.20243181408827,156.8543802696399,39.83852756068526,32.634020123774526
39,1.0,1,48.0,0.0,0.0,165.1706382514874,163.8733558808121,44.60885013376989,36.40851778261254
40,1.0,1,28.0,0.0,0.0,162.34944360811994,161.32388231681782,43.10821468517018,35.22114629971378
41,1.0,0,44.0,0.0,0.0,154.93231398890313,155.5536603357389,42.2068452385106,34.08091581160848
42,1.0,0,59.0,2.0,0.0,139.20759232443098,139.41101570332128,34.122155436725436,27.39523483181589
43,1.0,0,60.0,0.0,0.0,148.79335576731626,148.32014532833693,39.05056851790039,31.47081452692018
44,1.0,0,41.0,0.0,0.0,154.6466522440335,154.19398728063646,42.059975446803854,33.959460988109484
45,1.0,1,45.0,0.0,0.0,158.89300186712032,158.96479218728794,41.26968184421294,33.76641492723919
46,1.0,1,28.0,0.0,0.0,158.4753314247694,161.2869429410918,41.04751671530287,33.590627704027526
47,1.0,1,42.0,0.0,0.0,163.0309035997661,164.57550918453177,43.47069340413091,35.507956060507624
48,1.0,0,53.0,0.0,0.0,145.4005890224436,145.30669202380204,37.30621543570365,30.02831165920221
49,1.0,1,36.0,0.0,1.0,161.2894502057989,162.49502346808703,42.54438840733984,34.77502113038674
50,1.0,0,58.0,0.0,1.0,149.8002816960525,150.27536978644417,39.56826822419152,31.898929292539332
51,1.0,1,33.0,0.0,0.0,154.0674688173032,153.38376159641265,38.70290894537404,31.735466673949155
52,1.0,1,28.0,0.0,0.0,145.8316995404377,148.96554255860124,34.32218060661581,28.269233813315534
53,1.0,1,17.0,0.0,0.0,156.022760287406,154.7827409718071,39.74295759968404,32.55840079436279
54,1.0,1,11.0,1.0,2.0,122.7252131235354,124.6942316649332,22.031496342306063,18.544281617649577
55,1.0,0,14.0,1.0,2.0,140.59062995356783,140.31082827606065,34.8332287679012,27.9832610346802
56,1.0,1,36.0,1.0,2.0,171.7789786671652,172.20445445622568,48.12392482296022,39.189805836348995
57,1.0,0,36.0,1.0,2.0,146.87130145507678,149.37042080766892,38.06236578667186,30.653614564233322
58,1.0,1,49.0,0.0,0.0,160.40603286784244,158.8507571957993,42.0744855680013,34.40321248646568
59,1.0,0,28.0,0.0,0.0,145.640527667532,146.28208098194858,37.42957720695733,30.13032638925681
60,1.0,1,36.0,1.0,0.0,161.7847562316193,160.63916428741985,42.80784905937197,34.98348326246604
61,1.0,0,76.0,1.0,0.0,160.7246807687251,157.93084075284204,45.18492584510288,36.54365678942394
62,1.0,1,46.0,1.0,0.0,157.1581252771131,157.2885135462122,40.34687514740059,33.03624801225299
63,1.0,0,47.0,1.0,0.0,149.56300188258533,150.20671103514334,39.44627346148346,31.798045018106006
64,1.0,1,27.0,1.0,0.0,156.58751113410776,153.6225302413108,40.043356986227536,32.79609054465815
65,1.0,0,33.0,1.0,0.0,154.968602133017,155.98284970504267,42.22550238201387,34.09634444430994
66,1.0,0,36.0,0.0,0.0,147.1059799962658,147.67285505928697,38.18302313432689,30.75339285555519
67,1.0,0,30.0,0.0,0.0,154.91241039520486,155.48912143889845,42.19661202838296,34.072453399321795
68,1.0,1,45.0,0.0,0.0,158.00371796307414,157.2571542735298,40.79665849099688,33.39213718984602
69,1.0,0,28.0,0.0,1.0,151.96204014575622,152.10100185997618,40.67971215720114,32.81804427965826
70,1.0,1,28.0,0.0,0.0,161.6010611613235,159.8743547105737,42.71013891559762,34.90617052244256
71,1.0,1,27.0,1.0,0.0,156.88847011373235,153.48520333068396,40.20344154985764,32.922756781873886
72,1.0,0,26.0,1.0,0.0,146.87444891183742,148.95271337955603,38.06398401636885,30.65495276863836
73,1.0,0,22.0,0.0,0.0,152.54793577527184,151.76093403610824,40.980943843327424,33.06714956431626
74,1.0,1,28.0,0.0,0.0,157.42560682807624,158.63195279095805,40.48915256812566,33.14882442259101
75,1.0,1,47.0,0.0,0.0,163.59704401145945,164.1622455127539,43.77183192098907,35.74623064455364
76,1.0,0,39.0,1.0,1.0,147.2575145949039,148.5810016722196,38.2609329536781,30.817820831166628
77,1.0,1,37.0,1.0,1.0,161.697713254035,163.69870161999347,42.761549603210106,34.94684901264099
78,1.0,0,64.0,0.0,2.0,143.85256875973243,143.17170141321608,36.51031812839714,29.370139778797807
79,1.0,0,55.0,2.0,0.0,150.64165774370113,148.30042085149333,40.000852310386186,32.25665720395456
80,1.0,1,28.0,0.0,0.0,159.18558840736225,159.85159223296654,41.4253129826395,33.889557410505994
81,1.0,1,70.0,1.0,1.0,160.56575946318327,161.26604846730476,42.15944652296983,34.47043748450474
82,1.0,0,36.0,0.0,2.0,147.2277982557222,146.61149251916387,38.24565463019136,30.805186333215225
83,1.0,0,64.0,1.0,1.0,151.0313591083432,151.0643894609484,40.201212909173876,32.42234655966973
84,1.0,1,39.0,1.0,0.0,161.4444368872569,159.81237992984927,42.62682813151963,34.84025121517546
85,1.0,0,38.0,1.0,0.0,151.84512303724324,152.74671943219596,40.61960053328701,32.76833462467825
86,1.0,1,51.0,0.0,0.0,158.8547390867691,160.25949314552108,41.24932930147292,33.750311063455
87,1.0,1,27.0,0.0,0.0,160.94541037929974,158.13203675356053,42.36138849962753,34.630223223611004
88,1.0,0,33.0,0.0,0.0,149.08309558776486,149.30876957283144,39.199535006562904,31.594003226090503
89,1.0,1,31.0,1.0,0.0,166.34795572501127,166.26282826677794,45.23508283245281,36.90402176978589
90,1.0,0,27.0,1.0,2.0,154.2308575936274,152.94105617664584,41.846199276929255,33.78267754831097
91,1.0,1,31.0,1.0,0.0,160.77423079501466,160.9808104661081,42.27033552926312,34.55817794402974
92,1.0,0,17.0,1.0,0.0,136.8648405166598,137.3574531612636,32.917655792627144,26.39916688633495
93,1.0,1,53.0,1.0,1.0,167.3213638064215,166.48700546080968,45.75285308852207,37.31370530573295
94,1.0,1,4.0,0.0,2.0,101.12349028336223,102.70793488754522,10.541218235830975,9.452647425657505
95,1.0,0,54.0,1.0,1.0,147.737428358735,148.28833139735636,38.50767524870694,31.02186579878189
96,1.0,1,50.0,1.0,0.0,168.10990093509216,168.1335415000885,46.172287731432,37.645581201638116
97,1.0,0,27.0,1.0,1.0,152.97383316268693,151.01294717303543,41.199914222461146,33.24822838549615
98,1.0,0,48.0,1.0,0.0,155.11459270507333,154.21567956166928,42.30056180209426,34.15841526576247
99,1.0,0,48.0,1.0,0.0,149.33651039950138,148.87202009195087,39.32982539820122,31.701747618835622
100,1.0,1,49.0,1.0,0.0,151.11940056019827,150.99359230186747,37.13478753202036,30.494697205470654
101,1.0,1,39.0,0.0,0.0,171.47572561848838,173.15803157646596,47.962620009834254,39.06217408185538
102,1.0,0,23.0,0.0,1.0,153.25749391267615,154.7533540763676,41.345755225026295,33.36883244586571
103,1.0,0,38.0,0.0,0.0,148.77554804584275,148.976429572517,39.041412877039974,31.46324321676988
104,1.0,0,54.0,1.0,0.0,161.83228685292505,162.058403437167,45.75438912746789,37.014577743590586
105,1.0,0,36.0,0.0,0.0,147.26672101616003,149.17273561983612,38.26566633221595,30.821735125918384
106,1.0,1,28.0,0.0,0.0,161.2613896755762,161.5447790387027,42.5294625933916,34.763211142919275
107,1.0,0,28.0,0.0,0.0,150.40752282618038,151.97500790103516,39.88047446076112,32.15711004514472
108,1.0,0,28.0,0.0,0.0,155.19687816165717,153.9009851956784,42.34286794943813,34.19340057893587
109,1.0,1,36.0,0.0,0.0,162.0747488186746,162.6871373238446,42.96210043546522,35.105534014593694
110,1.0,1,30.0,0.0,0.0,158.98613829307192,161.60579048234342,41.31922249631485,33.805613759710404
111,1.0,0,24.0,3.0,2.0,155.1998963657197,154.66447882008805,42.344419725305755,34.194683828962454
112,1.0,0,28.0,3.0,2.0,155.90470597924332,156.472915929142,42.70678970655183,34.494347780290525
113,1.0,0,23.0,3.0,2.0,145.6930820983388,145.53869369241397,37.45659747986571,30.152670960178064
114,1.0,1,19.0,3.0,2.0,157.27134458779557,155.6341604265244,40.40709818499764,33.083899237287696
115,1.0,1,64.0,1.0,4.0,151.0224528781132,152.33858925667863,37.083219616017665,30.453894308970202
116,1.0,0,60.0,1.0,4.0,145.62009751315364,146.48915092241555,37.419073271544285,30.121640099129948
117,1.0,0,30.0,0.0,0.0,147.7941860748603,147.0650173898498,38.53685659375851,31.045997480807955
118,1.0,1,28.0,0.0,0.0,154.4633479745276,154.6884530084968,38.91348296517426,31.90208248086179
119,1.0,1,50.0,2.0,0.0,166.38969337134287,168.19034266519347,45.257283708161104,36.92158811925205
120,1.0,1,43.0,1.0,0.0,157.74750535959936,158.9183450360587,40.66037519127626,33.284303602524986
121,1.0,0,28.0,1.0,0.0,151.8835903821789,152.27746913800794,40.639378088523856,32.784689788341375
122,1.0,0,22.0,0.0,2.0,147.75137748665045,147.5208634308828,38.514847036838276,31.027796550446624
123,1.0,1,60.0,1.0,1.0,159.80673806838013,160.4340734161097,41.755711738500075,34.150984035513524
124,1.0,0,48.0,1.0,1.0,148.44709381646214,149.7121969632823,38.87254180794969,31.3235943097203
125,1.0,1,28.0,0.0,0.0,162.34022463735232,162.69196251557065,43.10331097731507,35.217266261511924
126,1.0,1,37.0,1.0,0.0,167.65799801247593,168.6386882265979,45.93191383642337,37.455386368887176
127,1.0,0,35.0,1.0,0.0,149.18488592449472,149.0351478050616,39.251869369920165,31.637281430482453
128,1.0,1,47.0,0.0,0.0,159.69189870923725,161.05423414417723,41.69462697299854,34.1026509719012
129,1.0,0,35.0,0.0,0.0,148.27409042202623,149.4542666976479,38.78359404731425,31.250038444739047
130,1.0,0,22.0,0.0,1.0,151.6240093698187,154.22510419902682,40.50591741378854,32.674323711657614
131,1.0,0,45.0,0.0,1.0,150.0138275710902,147.27584518683872,39.67806044786128,31.989722606756036
132,1.0,1,24.0,0.0,0.0,158.96988710142242,159.6124386877749,41.31057824543746,33.79877403258519
133,1.0,1,49.0,1.0,0.0,161.09966614856623,161.39742029806285,42.44343944072672,34.6951456854235
134,1.0,0,28.0,1.0,0.0,160.42662650520424,161.04967731553705,45.031684578511175,36.416933037926974
135,1.0,1,71.0,0.0,0.0,161.37595762910897,161.18587533155969,42.590402994206904,34.81142997858122
136,1.0,1,53.0,0.0,0.0,171.13274837474444,171.72234279671702,47.78018530571513,38.91782339004396
137,1.0,0,19.0,0.0,0.0,160.49523420100024,159.369898148888,45.06695845809781,36.446102976615755
138,1.0,1,38.0,0.0,1.0,169.18762644142632,169.28087846608668,46.74554597948209,38.09916937770468
139,1.0,0,58.0,0.0,1.0,140.87742616584706,141.91776075217084,34.980681833340384,28.105198199764907
140,1.0,1,23.0,0.0,1.0,159.85154042684067,160.3327643648171,41.7795427802344,34.169840246986816
141,1.0,0,45.0,0.0,1.0,152.72772625137077,152.7015637375806,41.07338110610322,33.14359109326988
142,1.0,1,46.0,0.0,0.0,159.06295256115993,157.27887722369678,41.36008114955316,33.83794299712118
143,1.0,1,25.0,1.0,0.0,167.03886604242538,166.44458610361454,45.60258832043904,37.194808940414724
144,1.0,0,25.0,1.0,0.0,155.76572289538834,153.98183497603912,42.63533310816881,34.435256333073276
145,1.0,1,48.0,1.0,0.0,158.2279887280939,157.58875556698507,40.91595145111378,33.48652724246376
146,1.0,0,49.0,1.0,0.0,153.31021458383594,153.31291447049202,41.372860968553184,33.39124769720916
147,1.0,1,28.0,0.0,0.0,165.48575404982353,165.3332491688047,44.776464920118904,36.541142276861756
148,1.0,1,45.0,1.0,0.0,160.1027357458382,160.9333980839964,41.91315731161607,34.275562182591834
149,1.0,0,35.0,1.0,0.0,147.58585905252176,147.4857207216036,38.42974758484409,30.957423066548365
150,1.0,1,40.0,0.0,0.0,162.03093271804983,162.16544096331145,42.93879399896268,35.08709289480212
151,1.0,1,27.0,0.0,0.0,158.6590813058973,160.66548214010865,41.14525601377517,33.66796351258304
152,1.0,1,28.0,0.0,0.0,170.3292956130622,171.5276986338192,47.35281681545862,38.57966987081742
153,1.0,0,24.0,0.0,0.0,147.66665038064733,145.89084716140033,38.471285542749264,30.991773121023524
154,1.0,1,55.0,1.0,1.0,154.1260702770087,151.67954356974985,38.73407993457909,31.76013058796662
155,1.0,0,52.0,1.0,1.0,155.49659696761367,153.96251740398898,42.49696502190934,34.32083204405343
156,1.0,1,42.0,0.0,0.0,161.94564990408085,164.4561258167033,42.893430800043014,35.05119945457948
157,1.0,1,28.0,0.0,0.0,159.55758091672905,159.4489362349143,41.62318133868567,34.046119914448255
158,1.0,1,55.0,0.0,0.0,146.57592577924473,148.28088503598278,34.71804562725784,28.58246034479997
159,1.0,0,16.0,0.0,1.0,154.13008873491788,155.19823387621244,41.79439009507345,33.73983364579842
160,1.0,0,44.0,0.0,1.0,153.5820421930163,155.70865217224767,41.51261809409578,33.50682066029604
161,1.0,0,51.0,1.0,0.0,143.88199467725613,144.58992633005005,36.52544713483606,29.38265079815312
162,1.0,1,42.0,1.0,0.0,160.7601812856959,163.21592758325752,42.26286238600846,34.55226485088211
163,1.0,0,35.0,1.0,0.0,149.73233514065245,149.17646032201725,39.53333426254625,31.870040450957678
164,1.0,1,35.0,0.0,0.0,170.89315448923378,172.35072977471566,47.65274174959244,38.81698421264048
165,1.0,1,38.0,1.0,0.0,169.36439240801064,170.75219091078978,46.8395704297929,38.17356582828731
166,1.0,1,28.0,0.0,0.0,148.2910182290935,146.4462473035104,35.63032884526251,29.304300601470334
167,1.0,0,35.0,1.0,0.0,146.95625778381077,150.10144729825623,38.10604513306466,30.6897354523005
168,1.0,0,38.0,0.0,0.0,147.97909889645078,147.66621939686974,38.631927453188055,31.124616877742678
169,1.0,0,50.0,0.0,0.0,154.3556325443493,151.83595464356134,41.91035092254463,33.835728122597494
170,1.0,1,49.0,0.0,0.0,166.70974945320367,168.51158136457914,45.42752630489557,37.05629185740895
171,1.0,1,46.0,0.0,0.0,147.06539345801374,147.27891512188467,34.97840077553923,28.788465260106797
172,1.0,1,50.0,0.0,0.0,160.52732156905267,161.40496389322675,42.13900083460249,34.454259919634964
173,1.0,1,32.5,0.0,0.0,167.08500600747703,166.1234875339219,45.62713085504098,37.21422811762501
174,1.0,1,58.0,0.0,0.0,162.09983184168607,162.60672259802124,42.97544246898195,35.116090842460466
175,1.0,1,41.0,1.0,0.0,169.25276442697108,168.58017769417336,46.78019384413356,38.12658435478581
176,1.0,0,28.0,1.0,0.0,143.84804700704046,143.6718343879633,36.50799331981514,29.368217264898156
177,1.0,1,42.0,1.0,0.0,167.21187392894976,167.88199985735412,45.694613791994556,37.267623707470435
178,1.0,0,45.0,1.0,0.0,147.59903571617795,148.52821794828697,38.43652221911462,30.963025389531442
179,1.0,1,28.0,0.0,0.0,155.0217712734809,154.7395382122936,39.21051663483028,32.1371091218354
180,1.0,0,39.0,0.0,0.0,143.02052117712702,144.4231089624505,36.0825301681887,29.016378051499586
181,1.0,0,49.0,0.0,0.0,148.99846586874017,151.30235143356973,39.15602358289983,31.558021202695652
182,1.0,0,30.0,0.0,0.0,150.70505096131265,150.70658060189672,40.03344522432527,32.28361010259892
183,1.0,1,35.0,0.0,0.0,162.0431876189487,163.55903007652907,42.94531256327059,35.09225068137572
184,1.0,1,28.0,0.0,0.0,158.38134078052735,158.6662696889036,40.99752169176987,33.5510693520738
185,1.0,1,42.0,0.0,0.0,162.0120367189525,162.6156571514031,42.92874293561303,35.07914003322916
186,1.0,0,55.0,0.0,0.0,150.49592939567015,150.20003606166284,39.92592770985611,32.19469787230874
187,1.0,0,16.0,0.0,1.0,147.2042224588841,148.57854432103966,38.233533397883846,30.795162610069767
188,1.0,0,51.0,0.0,1.0,154.342265660049,155.60316753287728,41.90347848845707,33.83004492349023
189,1.0,1,29.0,0.0,0.0,162.30449440123755,162.07261544339016,43.08430553257317,35.202228283349136
190,1.0,0,21.0,0.0,0.0,154.9022120859403,154.52128211787536,42.19136868171738,34.068117383478025
191,1.0,1,30.0,0.0,0.0,166.6216243747523,165.45563137032883,45.380651263166115,37.01920217792605
192,1.0,0,58.0,0.0,0.0,163.65625688705188,161.56742869676674,46.69216292393413,37.79007520707988
193,1.0,0,15.0,0.0,1.0,126.76729454935656,126.1104430315054,27.726115449540647,22.105992580508744
194,1.0,1,30.0,0.0,0.0,159.84854864218835,160.83562670516767,41.77795140541934,34.1685810783621
195,1.0,0,16.0,0.0,0.0,154.20766688557907,155.14529261635667,41.83427603371674,33.772817553392464
196,1.0,1,28.0,0.0,0.0,164.68026325368496,164.61551975494427,44.348012368981365,36.202130999025655
197,1.0,1,19.0,1.0,0.0,161.03566830946548,160.06900553283836,42.409398036949725,34.668210567956855
198,1.0,0,18.0,1.0,0.0,148.31566787001904,148.97366225504825,38.804970627259145,31.267715931130546
199,1.0,0,24.0,0.0,0.0,158.492977534539,157.1054914698878,44.03752058331053,35.594803373528485
200,1.0,1,46.0,0.0,0.0,160.45129902687043,159.79382603717988,42.098563312165126,34.42226390019799
201,1.0,1,54.0,0.0,0.0,157.9238013317123,155.59307430540497,40.75414964452782,33.358502243986656
202,1.0,1,36.0,0.0,0.0,161.5614792426796,161.7109575606068,42.689084703552986,34.88951146577425
203,1.0,1,28.0,1.0,0.0,171.0278207160646,172.39973362739883,47.724372721310964,38.873661917535614
204,1.0,0,28.0,1.0,0.0,150.07510535616908,152.77190800880388,39.709565735819574,32.01577608680658
205,1.0,1,65.0,0.0,0.0,151.14224108685497,151.96318818963977,37.146936748327114,30.504310221740308
206,1.0,1,44.0,2.0,0.0,158.3458038232626,157.9066271071357,40.97861905492692,33.53611272022837
207,1.0,0,33.0,1.0,0.0,151.40356996239953,151.03997350260036,40.39258095753189,32.58059947380932
208,1.0,0,37.0,1.0,0.0,146.7001289358808,150.45142915407794,37.974359350067246,30.580837132602383
209,1.0,1,30.0,1.0,0.0,160.878782074965,160.85353963459497,42.325947912215426,34.6021810079819
210,1.0,1,55.0,0.0,0.0,154.0633862780749,154.62941248202938,38.70073738195473,31.7337484335332
211,1.0,1,47.0,0.0,0.0,159.50441642943775,160.31281230595258,41.594902356083914,34.023744288483904
212,1.0,1,37.0,0.0,1.0,153.09140204066375,153.77567853268874,38.18372448971476,31.324664158528517
213,1.0,0,31.0,1.0,0.0,146.43010587908375,143.4975656672712,37.835530014953086,30.466031411175067
214,1.0,0,23.0,1.0,0.0,138.87170680176442,138.6418082316044,33.94946365129276,27.252426361294397
215,1.0,1,58.0,0.0,2.0,154.08107566253432,154.1010417451101,38.71014662900762,31.741193460662593
216,1.0,0,19.0,0.0,2.0,149.156861448633,149.82412489902805,39.2374608990401,31.6253662621739
217,1.0,1,64.0,0.0,0.0,158.67063370310112,159.5155619740426,41.15140090590485,33.67282563261831
218,1.0,0,39.0,0.0,0.0,146.68275478133697,147.72664781151346,37.965426622795356,30.573450162133067
219,1.0,1,28.0,0.0,0.0,170.68556106782475,171.35354079660345,47.54231971692806,38.729613244033985
220,1.0,0,22.0,0.0,1.0,154.3197577038703,154.11619897253635,41.89190627448344,33.82047521423057
221,1.0,1,65.0,0.0,1.0,162.92897877863203,161.1360249645,43.41647807374044,35.46505840851516
222,1.0,1,28.5,0.0,0.0,159.62725663531478,158.38522495877123,41.66024289112489,34.07544471183282
223,1.0,1,28.0,0.0,0.0,146.36313168691694,148.37580885617902,34.60485728027497,28.492900541631712
224,1.0,1,45.5,0.0,0.0,148.97577485366378,150.27337152733298,35.994561092374354,29.592497834033576
225,1.0,1,23.0,0.0,0.0,163.00540832635562,162.22687257902527,43.457132088487036,35.49722572658065
226,1.0,1,29.0,1.0,0.0,167.8909452859314,167.7604132738255,46.05582196060181,37.55342815064453
227,1.0,0,22.0,1.0,0.0,148.6194794591714,150.54969008123817,38.961171958442876,31.39688752515791
228,1.0,1,18.0,1.0,0.0,142.93103010223567,140.52246730077684,32.77927133097642,27.04841334269178
229,1.0,0,17.0,1.0,0.0,148.82220883892165,147.29738993765642,39.06540300201627,31.48308198933744
230,1.0,0,30.0,0.0,0.0,144.84378850935082,145.79496838960262,37.019942678329464,29.791576747172968
231,1.0,1,52.0,0.0,0.0,165.00199327242782,164.32004923475156,44.519145357674375,36.33753925607232
232,1.0,1,47.0,0.0,0.0,158.65197185260362,159.74880270604658,41.141474389682784,33.66497131843587
233,1.0,0,56.0,0.0,1.0,149.0358021705425,148.435905274333,39.17521962495758,31.57389548067283
234,1.0,1,38.0,0.0,0.0,170.77808392516675,171.1838112621807,47.591534002748276,38.7685538405584
235,1.0,1,28.0,0.0,0.0,161.87992405745098,162.05054713436715,42.858470243324994,35.02353706121674
236,1.0,1,22.0,0.0,0.0,166.8345919073033,167.75822767483785,45.49393186558686,37.10883497782125
237,1.0,1,28.0,0.0,0.0,146.62045572612425,148.17714881708145,34.74173176921503,28.60120190493445
238,1.0,0,43.0,0.0,1.0,146.53036230806228,146.09034288163375,37.887075736792944,30.50865744390403
239,1.0,1,31.0,0.0,0.0,152.9736103150192,154.81518964191307,38.12106931649957,31.27508851642222
240,1.0,1,45.0,0.0,0.0,158.33594500906494,158.16746937282338,40.97337500482178,33.5319633876536
241,1.0,1,28.0,0.0,0.0,161.16810626232646,159.4831139693441,42.47984375655663,34.7239504471071
242,1.0,0,33.0,0.0,0.0,149.04290875378024,150.03560677148906,39.17887339525976,31.576916987151463
243,1.0,1,46.0,0.0,0.0,159.5993983261301,159.99187762824383,41.64542464155858,34.06371983422985
244,1.0,1,36.0,0.0,0.0,161.3227051259251,162.74999145982568,42.56207719464101,34.78901730889103
245,1.0,0,33.0,0.0,0.0,152.52626072817338,153.02633182659324,40.969799860243384,33.05793398306692
246,1.0,1,55.0,1.0,0.0,164.63848781686724,165.54381267944999,44.325791391950666,36.18454874447274
247,1.0,0,54.0,1.0,0.0,158.42781897719038,158.50519027398406,44.00402003968657,35.56709990526802
248,1.0,1,33.0,0.0,0.0,159.13013459572318,158.91881327285995,41.39581627432084,33.86621826419326
249,1.0,1,13.0,2.0,2.0,137.2543867205268,137.55420897481795,29.759780170492988,24.659253670255392
250,1.0,0,18.0,2.0,2.0,147.3872972686218,147.93277754795398,38.327659264072906,30.873000539380023
251,1.0,0,21.0,2.0,2.0,154.9866293501941,155.84587361584903,42.23477087413578,34.10400907746348
252,1.0,1,61.0,1.0,3.0,158.45921694775006,157.3316606409468,41.03894518497344,33.58384551672982
253,1.0,0,48.0,1.0,3.0,153.91496652319532,153.98233628418527,41.683787415524584,33.64837012040618
254,1.0,1,28.0,0.0,0.0,159.4846077903194,158.62764309601357,41.58436584591457,34.015407319157994
255,1.0,0,24.0,0.0,0.0,138.77011242129075,137.74286069409106,33.89723003665334,27.209231471637224
256,1.0,1,28.0,0.0,0.0,161.2979000773469,159.55258091541268,42.54888301986537,34.77857747363085
257,1.0,0,35.0,1.0,0.0,140.6320274706184,143.77495736947222,34.85451283836421,28.000862019820747
258,1.0,0,30.0,0.0,0.0,150.50130297128015,148.84703331172074,39.92869047366589,32.19698255581639
259,1.0,1,34.0,0.0,0.0,162.20752590528963,163.6551452159271,43.03272654536683,35.1614166268054
260,1.0,0,40.0,0.0,0.0,150.93016788256176,151.2628287161872,40.14918657201119,32.37932307932048
261,1.0,1,35.0,0.0,0.0,164.10506672341722,161.9882350425077,44.04205676777512,35.96004491726314
262,1.0,1,50.0,1.0,0.0,152.23581909338134,152.2651962603058,37.7286271773305,30.964570325497196
263,1.0,0,39.0,1.0,0.0,143.27537465946725,143.15833443945206,36.213560236229945,29.12473412392315
264,1.0,1,56.0,0.0,0.0,163.22546406404535,163.81463486252647,43.57418301279009,35.58984177779687
265,1.0,1,28.0,0.0,0.0,165.3854554028445,166.5016723772074,44.72311457598113,36.49892904160123
266,1.0,1,56.0,0.0,0.0,159.03383434027782,159.27541852531445,41.344592734190336,33.82568785365228
267,1.0,1,56.0,0.0,0.0,163.4179321454219,162.93851304849653,43.67655965182016,35.67084686255131
